"ID","LAT","LON"
423,51.945,9.613
424,52.006,9.339
425,52.155,9.095
426,52.482,10.467
427,52.033,10.547
428,52.123,10.567
429,52.338,10.49
430,52.353,10.432
431,52.507,6.966
432,52.624,10.243
433,52.74,10.035
434,52.636,9.845
435,51.554,9.918
436,51.589,10.306
437,51.566,10.313
438,51.572,10.221
439,51.652,10.256
440,51.686,10.109
441,51.694,10.124
442,51.813,9.771
443,51.846,9.848
444,51.87,10.012
445,51.865,9.943
446,52.108,9.699
447,52.137,9.763
448,52.015,10.364
449,51.943,10.125
450,52.104,10.026
451,52.775,9.906
452,52.887,9.751
453,52.731,9.404
454,52.887,9.418
455,53.077,9.207
456,52.829,8.474
457,52.904,10.468
458,53.151,10.466
459,53.344,10.193
460,53.394,10.015
461,53.277,9.786
462,53.388,9.721
463,53.344,9.543
464,53.341,9.171
465,52.602,6.857
466,50.939,8.325
467,50.861,7.741
468,50.987,7.665
469,51.226,6.917
470,51.224,6.976
471,50.755,6.773
472,51.348,8.28
473,51.408,7.992
474,51.159,8.374
475,51.109,8.1
476,51.542,8.526
477,51.663,8.089
478,51.59,8.184
479,51.715,7.298
480,51.731,7.187
481,51.699,6.383
482,50.555,6.246
483,50.475,6.475
484,50.525,6.468
485,50.578,6.491
486,50.693,6.452
487,50.86,6.434
488,50.897,6.374
489,50.925,6.349
490,50.981,6.275
491,51.098,6.105
492,51.322,6.372
493,51.391,6.336
494,51.684,6.151
495,51.973,7.898
496,51.833,7.881
497,51.903,7.782
498,51.05,8.284
499,51.031,8.386
500,52.055,8.767
501,52.133,8.671
502,51.984,7.221
503,52.239,7.293
504,52.109,7.357
505,49.211,8.05
506,49.354,8.133
507,49.805,7.537
508,49.69,7.653
509,49.852,6.36
510,49.884,6.462
511,49.255,7.42
512,49.828,6.941
513,50.503,7.446
514,50.794,7.865
515,53.542,10.299
516,54.01,9.807
517,50.355,12.473
518,50.928,14.189
519,50.917,13.979
520,50.729,13.703
521,50.804,13.611
522,50.981,13.617
523,51.478,14.199
524,51.201,14.299
525,51.263,13.933
526,51.292,13.501
527,50.633,12.681
528,50.86,13.395
529,51.069,13.267
530,51.156,12.815
531,50.778,13.425
532,51.078,13.15
533,50.612,12.962
534,50.685,13.057
535,50.887,13.022
536,51.056,13.023
537,50.618,13.058
538,50.78,13.16
539,50.62,13.362
540,50.684,13.214
541,50.428,12.091
542,50.612,12.274
543,51.332,14.532
544,51.254,14.814
545,51.155,14.925
546,51.5,14.389
547,50.898,14.839
548,51.021,14.787
549,51.846,10.657
550,51.996,10.654
551,51.858,12.648
552,51.859,12.061
553,51.992,11.884
554,51.158,11.833
555,51.522,11.956
556,51.804,11.738
557,51.918,11.811
558,51.227,11.685
559,51.457,11.12
560,51.566,10.959
561,51.45,11.006
562,51.471,11.131
563,51.058,12.145
564,51.577,11.28
565,51.608,11.469
566,51.754,11.529
567,51.835,11.21
568,51.889,11.191
569,52.007,11.321
570,51.701,10.73
571,51.74,10.767
572,51.745,10.685
573,51.694,10.792
574,51.633,11.099
575,51.693,11.285
576,52.395,11.309
577,52.247,11.624
578,50.43,11.159
579,50.575,10.417
580,50.835,10.049
581,50.963,10.073
582,51.098,10.275
583,50.519,10.793
584,50.546,10.476
585,50.608,10.681
586,50.719,10.396
587,50.808,9.976
588,50.975,10.344
589,50.982,10.346
590,51.379,9.97
591,50.614,11.442
592,50.717,11.334
593,51.072,11.694
594,50.568,11.749
595,50.602,11.445
596,50.559,11.058
597,50.76,11.543
598,50.697,11.018
599,50.942,11.388
600,51.072,11.579
601,51.232,10.447
602,51.107,10.711
603,51.152,10.985
604,51.301,11.18
605,50.809,10.933
606,50.925,10.988
607,50.684,10.782
608,50.712,10.83
609,50.888,10.985
610,50.83,10.663
611,50.92,10.956
612,51.257,10.891
613,51.451,10.648
614,51.347,10.973
615,51.45,10.593
616,51.468,10.81
617,51.507,10.784
618,51.598,10.786
619,50.656,12.199
620,50.912,12.045
621,50.762,12.062
622,50.891,12.431
623,48.88,12.747
624,48.582,13.504
625,47.561,7.8
626,47.556,7.6
627,48.707,9.419
628,49.073,9.16
629,49.438,9.005
630,49.641,8.376
631,50.031,10.221
632,49.796,9.926
633,50.004,8.275
634,50.545,8.355
635,50.318,7.89
636,49.409,6.648
637,49.733,6.624
638,50.143,7.168
639,52.094,7.603
640,52.281,7.434
641,51.125,10.197
642,51.004,9.721
643,51.193,9.498
644,51.156,8.898
645,51.164,9.085
646,51.227,9.469
647,51.426,9.641
648,51.615,9.451
649,51.648,9.438
650,51.776,9.4
651,52.249,8.922
652,52.594,9.113
653,52.852,9.211
654,52.622,10.063
655,52.682,9.704
656,52.388,9.676
657,52.683,9.603
658,52.789,9.383
659,52.964,9.125
660,51.06,13.739
661,51.559,13.011
662,52.135,11.645
663,52.547,11.978
664,51.974,9.516
665,52.613,12.321
666,52.829,12.077
667,52.172,14.254
668,52.52,13.412
669,52.536,13.216
670,52.303,13.649
671,56.89,8.48
672,56.911,10.034
673,56.304,9.16
674,56.051,9.717
675,55.903,9.612
676,55.985,9.1
677,56.137,10.041
678,57.401,10.1
679,55.704,9.442
680,55.591,9.649
681,55.41,8.84
682,55.268,9.167
683,54.928,8.932
684,55.257,10.232
685,55.368,10.267
686,55.85,12.123
687,55.902,12.153
688,55.642,11.351
689,55.358,11.357
690,55.501,11.367
691,55.255,11.519
692,55.401,11.717
693,55.336,12.207
694,57.16,9.915
695,43.352,-5.131
696,43.419,-5.892
697,43.194,-6.544
698,43.345,-6.203
699,43.414,-7.143
700,42.413,-6.816
701,42.511,-7.341
702,42.732,-4.446
703,41.574,-3.084
704,42.044,-3.269
705,42.08,-4.072
706,42.898,-4.884
707,41.744,-4.638
708,41.669,-4.717
709,40.951,-4.148
710,40.749,-4.148
711,40.821,-4.282
712,41.506,-4.928
713,41.493,-4.769
714,42.054,-5.749
715,42.662,-5.033
716,40.596,-1.931
717,40.697,-2.585
718,37.876,-2.659
719,42.689,-2.954
720,42.629,-2.441
721,42.58,-0.553
722,42.437,0.079
723,42.106,-2.331
724,42.195,0.397
725,42.657,-0.785
726,42.633,-1.012
727,42.625,-1.294
728,42.889,-1.606
729,42.682,-2.883
730,42.597,-1.642
731,41.037,-0.9
732,42.076,-2.01
733,43.231,-2.4
734,43.296,-1.729
735,43.299,-1.875
736,43.312,-2.464
737,43.202,-2.77
738,43.356,-3.328
739,43.303,-3.966
740,43.318,-4.606
741,43.368,-5.183
742,43.371,-5.288
743,43.168,-5.729
744,43.503,-6.435
745,43.531,-6.534
746,43.057,-6.874
747,43.53,-6.875
748,43.349,-7.191
749,43.478,-7.334
750,43.558,-7.376
751,43.619,-7.59
752,43.641,-7.907
753,43.534,-8.077
754,43.249,-8.055
755,42.958,-8.646
756,42.859,-8.019
757,42.778,-8.336
758,42.604,-8.641
759,43.173,-7.792
760,43.15,-7.689
761,43.003,-7.562
762,42.757,-7.383
763,42.182,-8.51
764,42.068,-8.635
765,42.647,-6.731
766,41.913,-2.757
767,40.343,-5.185
768,41.285,-3.471
769,41.302,-3.736
770,42.055,-3.508
771,42.058,-4.238
772,42.324,-4.523
773,40.651,-4.706
774,40.718,-4.538
775,41.831,-3.789
776,41.157,-4.343
777,41.114,-4.123
778,42.809,-5.63
779,42.372,-5.037
780,42.704,-5.901
781,42.99,-5.258
782,42.726,-5.933
783,42.224,-6.251
784,41.873,-5.764
785,41.889,-2.786
786,40.67,-5.654
787,42.424,-3.681
788,41.774,-5.497
789,41.49,-5.386
790,42.171,-5.269
791,40.848,-3.885
792,40.445,-2.31
793,40.172,-6.102
794,40.113,-5.944
795,40.503,-5.945
796,40.22,-6.317
797,40.426,-6.013
798,40.486,-6.005
799,40.01,-5.914
800,40.15,-5.356
801,40.157,-5.245
802,40.111,-5.581
803,40.007,-5.713
804,40.385,-6.188
805,40.425,-6.142
806,40.304,-6.263
807,39.725,-5.583
808,40.217,-6.44
809,38.884,-6.976
810,38.851,-3.148
811,37.96,-6.744
812,37.977,-6.953
813,37.979,-6.943
814,39.644,-3.08
815,39.172,-3.97
816,39.378,-5.028
817,39.381,-5.377
818,38.955,-6.52
819,37.116,-3.471
820,37.26,-3.768
821,37.157,-4.206
822,37.311,-4.186
823,38.544,-1.963
824,38.044,-0.976
825,40.417,-1.587
826,38.894,-0.494
827,39.819,-2.345
828,39.854,-2.287
829,39.672,-1.561
830,40.11,-1.287
831,39.74,-2.205
832,40.223,-1.847
833,38.898,-2.252
834,38.904,-2.118
835,39.741,-1.634
836,39.722,-1.703
837,39.753,-1.57
838,38.662,-0.098
839,42.182,-1.693
840,42.375,-1.948
841,42.317,-1.8
842,42.345,-1.65
843,41.66,-0.88
844,42.177,-0.751
845,40.781,-0.154
846,41.914,-0.124
847,42.163,-2.905
848,42.5,-2.683
849,42.021,-2.222
850,42.221,0.045
851,41.906,-1.941
852,42.479,0.151
853,40.826,0.187
854,41.191,-1.877
855,42.578,-0.753
856,42.715,-1.16
857,42.948,-1.254
858,42.834,-1.789
859,42.792,-1.789
860,42.694,-2.048
861,42.673,-2.035
862,42.554,-1.254
863,42.679,-2.895
864,42.864,-0.819
865,42.766,-1.953
866,41.735,-1.174
867,40.628,-0.598
868,42.804,-3.4
869,42.736,-3.413
870,42.03,0.133
871,42.286,1.04
872,40.803,0.131
873,41.229,0.551
874,42.554,1.329
875,42.459,0.663
876,42.636,1.253
877,42.254,0.98
878,42.167,1.302
879,42.487,-2.529
880,42.748,-1.925
881,42.751,-1.935
882,40.939,0.275
883,40.739,0.024
884,42.264,-3.032
885,42.388,-3.212
886,42.843,-1.588
887,41.188,0.571
888,42.809,-3.356
889,42.612,-0.997
890,42.615,0.348
891,42.544,0.196
892,43.003,-4.162
893,42.248,0.965
894,41.336,-1.789
895,42.631,-0.106
896,42.987,-4.135
897,42.932,-3.479
898,42.374,1.816
899,42.427,0.389
900,41.643,-1.639
901,42.861,-0.926
902,58.38,26.726
903,58.463,24.768
904,38.443,23.205
905,38.668,22.546
906,38.558,22.806
907,38.567,22.853
908,38.432,22.968
909,38.85,22.441
910,38.834,22.395
911,38.868,22.364
912,38.944,22.211
913,39.455,21.034
914,40.049,20.749
915,39.72,20.605
916,39.659,22.257
917,39.641,22.412
918,39.653,22.408
919,39.866,22.516
920,39.896,22.61
921,39.632,22.383
922,39.309,22.528
923,39.151,22.479
924,39.669,21.633
925,39.512,21.752
926,39.461,21.6
927,39.754,22.099
928,39.57,22.079
929,39.406,21.664
930,38.944,22.033
931,39.506,21.837
932,39.5,22.806
933,37.844,22.503
934,37.847,22.492
935,37.835,22.607
936,37.844,22.637
937,37.881,22.513
938,37.869,22.466
939,37.851,22.469
940,37.909,22.315
941,41.112,23.278
942,38.55,21.415
943,38.452,21.701
944,38.54,21.398
945,38.574,21.29
946,38.856,20.937
947,38.051,21.716
948,38.027,22.077
949,38.787,21.038
950,36.954,21.756
951,37.158,21.979
952,37.54,22.046
953,41.144,24.891
954,40.928,26.205
955,41.315,26.107
956,40.941,26.32
957,41.362,26.63
958,40.928,26.278
959,35.406,23.957
960,35.459,24.154
961,35.041,25.154
962,40.899,23.813
963,40.943,23.698
964,41.056,23.341
965,41.281,23.332
966,41.347,23.348
967,40.987,22.558
968,41.004,22.557
969,41.022,22.524
970,40.814,22.163
971,40.263,22.407
972,40.334,23.355
973,38.437,23.229
974,50.53,16.19
975,50.48,16.18
976,50.07,16.55
977,50.73,15.42
978,50.64,15.52
979,50.655,15.326
980,50.17,12.85
981,50.79,14.23
982,49.55,16.57
983,49.44,18.8
984,50.04,16.91
985,49.96,17
986,48.71,18.24
987,48.83,20.09
988,48.83,19.11
989,49.867,16.838
990,48.66,18.49
991,49.38,15.51
992,49.54,16.54
993,49.68,16.19
994,47.24,6.03
995,47.31,6.79
996,47.14,5.96
997,45.91,6.86
998,46.37,5.8
999,44.41,5.35
1000,44.95,5.87
1001,45.45,6.58
1002,45.48,6.53
1003,44.69,5.21
1004,44.62,5.44
1005,44.81,6.2
1006,46.62,5.96
1007,46.64,6.03
1008,46.33,6.59
1009,46.3,4.83
1010,47.27,6.95
1011,47.06,6.23
1012,40.57,-8.45
1013,40.52,-7.97
1014,38.06,-8.41
1015,41.81,-6.99
1016,47.39,-0.86
1017,44.41,0.22
1018,45.03,0.25
1019,45.38,0.95
1020,44.83,2.68
1021,45.38,2.13
1022,45.07,1.16
1023,45.16,1.54
1024,45.37,1.88
1025,45.47,1.96
1026,45.64,2.49
1027,45.604,2.688
1028,46.177,2.551
1029,45.7,3.87
1030,45.06,3.91
1031,45.551,3.112
1032,44.77,3.71
1033,44.76,3.84
1034,45.99,1.84
1035,46.42,0.87
1036,48.51,3.89
1037,47.99,3.61
1038,47.46,4.01
1039,47.53,4.08
1040,47.88,3.54
1041,48.64,4.93
1042,49.262,2.379
1043,48.12,4.38
1044,48.06,4.38
1045,48.96,2.88
1046,48.86,2.62
1047,49.69,3.48
1048,49.31,1.24
1049,48.87,2.232
1050,48.85,2.37
1051,49.03,1.61
1052,48.75,7.63
1053,48.96,7.76
1054,47.63,7.24
1055,47.87,7.35
1056,48.5,7.27
1057,47.97,7.4
1058,49.08,20.33
1059,36.94,-2.96
1060,36.887,-4.849
1061,42.963,-8.651
1062,50.13,5.16
1063,50.09,5.17
1064,49.94,5.06
1065,49.96,5.12
1066,50.03,4.92
1067,49.69,5.53
1068,49.73,5.53
1069,49.54,5.5
1070,50.25,5.34
1071,50.09,4.68
1072,50.49,4.67
1073,50.07,4.6
1074,50.61,5.01
1075,50.63,4.63
1076,50.96,5.27
1077,50.87,4.06
1078,50.66,3.83
1079,50.59,3.86
1080,50.39,3.7
1081,49.83,5.74
1082,58.91,11.366
1083,52.37,23.38
1084,52.4,23.8
1085,53.98,25.63
1086,53.78,25.17
1087,54.73,26.22
1088,54.57,27.4
1089,55.7,28.45
1090,55.28,27.5
1091,53.97,30.72
1092,53.35,32.07
1093,54.6,29.32
1094,53.77,32
1095,53.73,29.82
1096,53.48,28.63
1097,52.33,27.5
1098,53.2,28.43
1099,52.42,30.77
1100,52.53,25
1101,52.33,26.85
1102,52.57,28.65
1103,51.87,28.43
1104,43.405,12.24
1105,43.133,12.442
1106,42.761,12.135
1107,43.03,12.462
1108,43.025,12.509
1109,41.92,13.1
1110,42.566,12.732
1111,42.975,11.54
1112,42.656,13.704
1113,43.266,13.29
1114,41.94,13.833
1115,42.186,13.841
1116,41.751,14.091
1117,41.783,13.826
1118,44.888,11.607
1119,47.47,17.91
1120,51.58,5.2
1121,51.38,5.57
1122,51.579,5.302
1123,51.583,5.299
1124,51.51,5.06
1125,51.148,6.036
1126,52.12,5.47
1127,53.15,6.54
1128,53.16,6.5
1129,52.72,6.24
1130,52.49,6.45
1131,52.19,6.84
1132,52.13,6.72
1133,51.94,6.79
1134,51.88,6.412
1135,52.23,6.09
1136,52.28,6.11
1137,52.25,6.09
1138,66.03,-16.45
1139,63.53,-19.52
1140,64.1,-20.5
1141,46.16,14.33
1142,41.19,26.42
1143,41.85,26.58
1144,41.26,26.67
1145,43.987,25.318
1146,45.407,25.202
1147,44.68,25.63
1148,44.342,25.671
1149,44.756,26.46
1150,47.085,26.649
1151,46.21,26.893
1152,46.199,27.663
1153,45.447,26.323
1154,47.614,27.133
1155,46.77,21.93
1156,45.244,22.299
1157,45.683,21.906
1158,44.569,23.455
1159,44.886,21.709
1160,44.868,22.407
1161,45.372,23.358
1162,45.415,23.464
1163,45.852,24.988
1164,62.37,11.48
1165,61.87,7.77
1166,59.67,8.07
1167,58.58,6.08
1168,61.4,7.72
1169,61.06,7.82
1170,62.33,6.59
1171,58.692,5.635
1172,58.6,6.37
1173,58.39,8.24
1174,58.38,8.11
1175,59.61,9
1176,59.85,8.32
1177,60.952,9.626
1178,60.49,8.84
1179,61.251,5.391
1180,61.852,10.222
1181,61.216,10.271
1182,58.534,6.15
1183,65.98,12.56
1184,68.673,14.626
1185,67.85,15.5
1186,62.52,9.08
1187,62.474,7.782
1188,63.29,9.73
1189,67.084,14.983
1190,67.451,15.761
1191,68.858,17.941
1192,70.88,27.51
1193,69.22,20.68
1194,69.662,30.384
1195,61.92,11.94
1196,61.37,22.47
1197,66.81,28.15
1198,66.36,26.89
1199,62.784,30.767
1200,60.464,22.309
1201,61.139,22.695
1202,56.07,10.22
1203,55.39,10.45
1204,55.05,9.09
1205,55.06,8.83
1206,46.655,10.19
1207,46.319,6.971
1208,47.068,8.285
1209,47.487,9.471
1210,46.86,9.511
1211,47.33,9.41
1212,46.813,8.6
1213,47.08,8.81
1214,47,8.6
1215,47.284,7.382
1216,46.665,7.873
1217,46.633,7.901
1218,46.486,7.552
1219,46.426,7.473
1220,46.655,7.439
1221,46.89,7.352
1222,46.837,6.937
1223,54.65,21.97
1224,54.47,19.93
1225,54.83,22.1
1226,56.23,32.08
1227,55.839,32.935
1228,56.05,32.1
1229,59.77,30.98
1230,59.13,31.63
1231,57.48,29.92
1232,59.42,30.37
1233,59.73,28.8
1234,59.13,29.3
1235,58.02,32.98
1236,55.77,30.55
1237,56.78,30.93
1238,57.9,30.83
1239,59.17,28.73
1240,58.98,28.2
1241,56.87,29.72
1242,58.43,34.57
1243,59.92,34.1
1244,60.47,34.85
1245,60.7,35.97
1246,62.4,35.87
1247,62.914,34.458
1248,62.62,34.43
1249,61.67,33.63
1250,58.68,32.78
1251,60.98,33.22
1252,61.3,32.47
1253,60.15,30.02
1254,60.05,30.47
1255,60.7,28.93
1256,60.8,28.5
1257,57.33,28.2
1258,57.52,28.03
1259,67.55,30.52
1260,67.13,39.67
1261,67.68,33.25
1262,51.97,37.3
1263,51.63,38.95
1264,52.88,40.48
1265,50.63,38.7
1266,52.08,40.75
1267,50.4,39.63
1268,50.42,41.05
1269,54.646,21.071
1270,50.53,36.63
1271,51.3,37.88
1272,47.57,38.88
1273,47.47,39.67
1274,46.07,38.97
1275,44.85,38.67
1276,44.923,37.981
1277,45.03,37.47
1278,44.48,38.53
1279,55.73,33.85
1280,54.35,32.63
1281,52.83,32.13
1282,52.83,34.5
1283,53.05,33.25
1284,51.75,36.22
1285,50.47,35.6
1286,58.92,36.03
1287,55.98,38.22
1288,48.27,7.293
1289,48.823,7.742
1290,48.904,8.049
1291,47.909,6.686
1292,48.066,6.611
1293,48.166,6.453
1294,48.302,6.136
1295,48.545,6.132
1296,48.285,6.956
1297,49.101,6.188
1298,48.983,7.011
1299,48.871,5.531
1300,49.629,5.159
1301,49.728,4.714
1302,50.801,2.031
1303,47.765,4.57
1304,47.996,4.481
1305,47.998,4.615
1306,47.414,3.494
1307,47.431,3.408
1308,47.354,3.964
1309,48.338,2.788
1310,48.569,2.034
1311,48.668,2.341
1312,48.746,4.627
1313,49.895,4.019
1314,49.56,2.994
1315,49.133,2.416
1316,48.449,1.291
1317,48.749,0.581
1318,48.428,-1.436
1319,48.526,-1.689
1320,48.273,-2.043
1321,48.567,-3.8
1322,48.586,-3.924
1323,48.616,-4.077
1324,48.531,-4.362
1325,48.103,-3.987
1326,47.989,-4.014
1327,47.884,-3.875
1328,47.908,-3.752
1329,47.901,-2.975
1330,47.905,-3.201
1331,48.128,-1.944
1332,48.02,-1.722
1333,47.713,-1.69
1334,47.776,-1.979
1335,47.995,-2.368
1336,47.826,-2.703
1337,47.983,-2.143
1338,44.772,4.157
1339,45.058,4.301
1340,45.215,4.215
