"ID","LAT","LON"
1341,45.308,3.939
1342,45.314,4.251
1343,47.005,4.197
1344,46.535,4.035
1345,46.476,4.077
1346,46.911,3.764
1347,44.613,3.899
1348,45.198,3.523
1349,45.134,3.007
1350,45.163,3.029
1351,45.382,3.265
1352,45.623,3.358
1353,45.871,2.674
1354,46.244,3.198
1355,47.748,1.656
1356,46.184,2.445
1357,46.242,2.667
1358,47.037,2.448
1359,47.286,1.535
1360,47.017,1.127
1361,47.247,0.819
1362,45.702,2.007
1363,45.956,1.578
1364,45.757,1.24
1365,45.913,0.916
1366,45.888,2.167
1367,45.932,2.177
1368,46.378,1.679
1369,46.367,1.993
1370,46.386,1.689
1371,46.097,1.496
1372,46.114,1.433
1373,46.151,1.142
1374,46.134,1.021
1375,47.05,0.545
1376,48.16,0.205
1377,48.014,0.82
1378,47.603,0.478
1379,48.167,-0.777
1380,48.033,-0.705
1381,47.193,-0.374
1382,47.316,-0.632
1383,47.31,-1.052
1384,47.56,-1.049
1385,47.464,-1.481
1386,47.018,-1.116
1387,46.75,-0.951
1388,46.67,-0.971
1389,42.867,0.747
1390,42.899,1.232
1391,43.046,0.929
1392,43.145,1.142
1393,42.714,1.646
1394,42.978,2.016
1395,43.044,1.773
1396,43.498,0.73
1397,44.341,3.789
1398,44.361,3.754
1399,44.346,3.618
1400,44.356,3.613
1401,44.334,3.497
1402,44.07,3.467
1403,44.073,3.29
1404,44.082,2.922
1405,43.619,2.812
1406,43.822,2.441
1407,44.399,2.846
1408,44.416,2.873
1409,44.357,2.049
1410,44.209,2.044
1411,44.309,2.802
1412,44.21,2.813
1413,44.109,2.435
1414,44.484,3.426
1415,45.012,3.128
1416,44.826,3.086
1417,44.588,1.985
1418,45.529,2.696
1419,45.544,2.543
1420,45.334,2.752
1421,45.297,2.388
1422,45.119,2.385
1423,45.083,2.195
1424,44.789,1.171
1425,45.604,1.924
1426,45.306,1.415
1427,45.262,1.381
1428,44.904,0.96
1429,44.889,0.366
1430,44.725,-0.177
1431,45.516,0.75
1432,43.176,0.022
1433,43.132,0.259
1434,43.509,-0.853
1435,43.189,-0.597
1436,43.199,-0.608
1437,43.247,-0.874
1438,43.184,-1.337
1439,44.465,-0.774
1440,44.548,-0.872
1441,47.827,6.501
1442,47.748,6.076
1443,47.803,6.668
1444,47.416,6.181
1445,47.293,5.545
1446,47.373,5.189
1447,47.28,5.218
1448,47.238,5.221
1449,47.333,4.981
1450,47.5,6.753
1451,47.032,5.957
1452,47.044,5.815
1453,46.923,5.351
1454,46.404,4.649
1455,46.172,5.29
1456,46.12,5.199
1457,46.157,4.997
1458,45.874,4.643
1459,45.811,4.6
1460,45.859,4.688
1461,46.151,6.271
1462,46.283,5.922
1463,46.22,5.865
1464,45.721,6.103
1465,45.902,5.921
1466,45.715,5.159
1467,46.686,5.767
1468,46.648,5.775
1469,46.398,5.666
1470,46.417,5.868
1471,45.31,4.637
1472,45.206,4.787
1473,44.885,4.785
1474,44.875,4.54
1475,44.83,4.518
1476,44.693,5.491
1477,44.776,5.146
1478,44.625,5.015
1479,44.531,4.967
1480,44.481,4.701
1481,44.666,4.291
1482,44.67,4.27
1483,44.543,4.41
1484,44.42,4.12
1485,44.575,3.95
1486,44.315,4.55
1487,44.218,4.174
1488,44.191,3.716
1489,44.079,3.97
1490,44.074,3.961
1491,44.113,3.772
1492,43.788,4.653
1493,44.552,6.487
1494,44.384,6.652
1495,44.45,6.401
1496,44.47,6.28
1497,44.217,6.276
1498,42.81,2.744
1499,42.815,2.228
1500,44,3.658
1501,43.94,3.682
1502,43.915,3.736
1503,43.728,3.324
1504,43.325,3.48
1505,43.627,3.112
1506,43.554,2.911
1507,43.552,3.822
1508,43.652,3.871
1509,43.925,3.982
1510,43.668,4.182
1511,43.671,4.245
1512,43.487,5.727
1513,43.186,6.112
1514,43.909,7.196
1515,41.726,9.076
1516,42.445,9.471
1517,61.978,30.32
1518,63.563,30.015
1519,63.418,30.471
1520,63.644,29.093
1521,63.708,28.758
1522,63.542,28.955
1523,63.098,31.029
1524,62.643,31.299
1525,62.932,29.443
1526,63.7,27.422
1527,63.129,27.175
1528,63.372,28.402
1529,63.021,27.625
1530,62.931,28.653
1531,63.152,28.899
1532,61.835,28.303
1533,61.272,27.701
1534,61.801,29.096
1535,60.62,27.632
1536,63.383,25.576
1537,63.156,25.933
1538,62.787,24.847
1539,62.75,24.842
1540,62.745,24.994
1541,62.668,25.27
1542,62.606,25.417
1543,62.712,26.88
1544,62.618,26.708
1545,62.609,26.32
1546,62.38,26.174
1547,62.392,26.559
1548,62.13,25.665
1549,61.987,25.373
1550,62.205,25.185
1551,61.739,25.152
1552,61.567,26.045
1553,61.909,26.917
1554,62.177,27.133
1555,62.055,26.468
1556,61.604,26.653
1557,61.44,26.616
1558,60.704,26.012
1559,60.473,25.606
1560,60.393,25.428
1561,60.626,25.232
1562,60.293,24.373
1563,60.44,23.226
1564,60.648,22.595
1565,60.806,21.603
1566,61.172,21.668
1567,60.872,22.41
1568,61.007,22.43
1569,61.744,24.656
1570,61.384,25.054
1571,61.273,24.704
1572,61.09,25.237
1573,62.28,24.039
1574,62.014,24.505
1575,61.799,23.698
1576,61.898,23.061
1577,60.706,23.927
1578,61.926,22.239
1579,62.238,21.582
1580,62.315,21.521
1581,62.943,21.547
1582,63.032,21.859
1583,62.609,23.66
1584,63.724,23.008
1585,63.863,23.448
1586,63.584,24.717
1587,63.986,23.761
1588,63.933,24.972
1589,65.417,29.552
1590,65.287,29.122
1591,64.932,28.748
1592,64.815,29.552
1593,64.745,29.838
1594,64.626,28.688
1595,64.578,27.983
1596,64.407,27.506
1597,64.397,29.852
1598,64.261,29.906
1599,64.19,29.584
1600,63.93,29.975
1601,64.127,29.503
1602,64.213,29.023
1603,64.087,28.159
1604,64.677,27.06
1605,65.069,26.307
1606,64.865,27.595
1607,65.097,26.374
1608,65.193,25.407
1609,65.145,28.069
1610,65.203,27.622
1611,65.514,26.901
1612,65.405,25.86
1613,65.918,25.835
1614,65.665,25.089
1615,66.622,26.22
1616,68.396,23.752
1617,67.879,24.844
1618,67.13,25.747
1619,66.795,25.42
1620,66.618,25.427
1621,68.938,20.852
1622,68.88,21.076
1623,68.442,22.495
1624,67.946,23.66
1625,67.134,23.982
1626,66.785,23.912
1627,66.827,24.387
1628,66.031,24.021
1629,69.396,25.845
1630,69.912,27.027
1631,69.784,27
1632,70.076,27.695
1633,69.509,28.038
1634,68.919,26.748
1635,68.889,26.925
1636,68.446,25.938
1637,68.555,27.274
1638,68.85,28.325
1639,68.465,28.464
1640,66.369,29.315
1641,66.302,29.145
1642,66.156,29.555
1643,41.2,-8.17
1644,37.3,-8.47
1645,37.83,-7.68
1646,37.803,-7.633
1647,49.863,1.185
1648,43.481,-0.024
1649,44.41,-0.753
1650,46.686,-1.114
1651,49.922,4.068
1652,47.817,3.8
1653,48.867,3.19
1654,47.135,1.24
1655,46.623,0.257
1656,47.733,3.3
1657,45.688,3.61
1658,45.607,4.375
1659,45.468,2.151
1660,43.692,1.356
1661,44.07,2.802
1662,44.637,3.11
1663,43.28,2.085
1664,42.525,2.986
1665,42.467,2.668
1666,43.394,6.453
1667,43.146,6.149
1668,43.949,6.81
1669,44.252,6.934
1670,43.845,7.156
1671,48.969,7.038
1672,44.329,4.113
1673,44.434,5.297
1674,43.879,6.539
1675,43.995,6.503
1676,44.016,6.253
1677,44.443,5.714
1678,44.777,6.559
1679,44.917,6.675
1680,45.859,5.401
1681,46.155,4.585
1682,46.272,5.517
1683,45.447,6.988
1684,47.731,6.73
1685,47.729,6.846
1686,45.038,6.184
1687,44.9,5.945
1688,44.825,6.149
1689,45.12,6.02
1690,45.875,5.686
1691,45.905,6.207
1692,46.121,5.825
1693,46.15,5.8
1694,46.114,6.552
1695,50.657,14.044
1696,49.74,15.1
1697,50.24,14.78
1698,50.64,15.28
1699,49.75,16.967
1700,48.8,16.86
1701,48.93,17.317
1702,48.603,16.939
1703,49.32,16.03
1704,48.05,18.2
1705,48.524,18.174
1706,49.298,18.786
1707,48.04,18.82
1708,48.162,17.883
1709,49.069,18.913
1710,48.73,19.13
1711,48.407,18.648
1712,49.087,19.606
1713,48.306,20.314
1714,48.593,20.894
1715,48.396,21.75
1716,48.733,21.338
1717,49.033,21.5
1718,48.983,21.967
1719,42.602,9.379
1720,43.937,7.515
1721,44.051,7.589
1722,49.289,20.732
1723,35.043,32.421
1724,34.742,32.488
1725,34.706,32.564
1726,34.685,32.592
1727,35.08,32.72
1728,35.041,32.901
1729,35.079,33.017
1730,34.754,33.1
1731,35.038,33.183
1732,34.767,33.3
1733,34.717,33.317
1734,35.021,33.392
1735,34.942,33.483
1736,50.913,2.741
1737,51.157,3.188
1738,50.85,3.138
1739,50.843,3.232
1740,50.826,3.611
1741,50.634,3.778
1742,50.889,4.116
1743,50.877,4.157
1744,51.004,5.014
1745,50.943,4.744
1746,51.082,5.094
1747,50.766,4.28
1748,50.69,4.197
1749,50.891,5.021
1750,50.885,3.686
1751,50.726,5.69
1752,50.537,5.318
1753,50.092,4.807
1754,50.568,5.168
1755,50.309,4.141
1756,50.359,4.404
1757,50.26,4.437
1758,50.304,4.829
1759,50.59,5.654
1760,50.42,5.53
1761,50.597,5.591
1762,50.156,5.262
1763,50.212,4.963
1764,50.041,5.128
1765,50.086,4.557
1766,49.793,5.382
1767,50.041,4.5
1768,50.043,4.844
1769,49.864,4.902
1770,49.694,5.513
1771,50.201,4.798
1772,50.479,5.637
1773,58.88,11.54
1774,58.626,11.358
1775,58.626,11.707
1776,58.244,11.935
1777,58.205,12.318
1778,59.169,12.118
1779,58.361,13.952
1780,68.355,18.823
1781,55.45,13.595
1782,55.64,13.539
1783,55.646,13.817
1784,55.708,14.011
1785,56.49,13.51
1786,55.996,12.798
1787,55.702,13.145
1788,60.564,17.442
1789,56.18,14.165
1790,62.54,12.35
1791,61.21,17.08
1792,56.186,13.684
1793,58.714,14.318
1794,58.59,16.17
1795,58.793,14.308
1796,57.459,14.962
1797,57.579,14.863
1798,55.506,13.237
1799,62.52,17.39
1800,59.796,17.583
1801,58.86,16.7
1802,64.88,14.22
1803,63.524,12.395
1804,64.07,14.096
1805,65.74,15.05
1806,63.833,20.25
1807,64.24,19.666
1808,65.748,15.391
1809,65.837,14.834
1810,62.66,16.29
1811,62.36,16.96
1812,62.726,16.089
1813,63.17,17.27
1814,64.74,20.86
1815,65.535,21.213
1816,65.851,21.224
1817,66.415,21.696
1818,66.115,23.324
1819,67.225,23.543
1820,67.226,23.346
1821,51.4,7.161
1822,51.436,7.581
1823,51.749,8.631
1824,49.912,7.911
1825,49.78,7.72
1826,49.781,7.831
1827,48.392,8.033
1828,50.137,8.4
1829,50.279,8.801
1830,49.814,8.628
1831,49.669,8.571
1832,49.259,9.288
1833,49.002,9.768
1834,49.23,9.343
1835,50.132,8.946
1836,50.799,8.765
1837,47.623,8.326
1838,49.066,9.116
1839,49.626,9.666
1840,49.5,9.769
1841,49.834,10.941
1842,50.182,11.227
1843,48.561,9.267
1844,48.511,9.152
1845,48.385,8.889
1846,48.406,8.771
1847,48.168,8.632
1848,48.535,9.134
1849,49.346,9.129
1850,49.249,9.457
1851,49.008,8.516
1852,48.87,8.711
1853,48.726,8.891
1854,48.897,8.73
1855,48.709,9.355
1856,48.585,8.61
1857,48.959,9.261
1858,48.984,9.459
1859,48.985,9.741
1860,48.933,10.14
1861,49.269,9.22
1862,48.847,9.316
1863,48.627,9.816
1864,48.637,9.324
1865,48.819,8.297
1866,48.306,8.219
1867,47.7,7.845
1868,49.376,6.788
1869,52.176,8.862
1870,50.837,10.086
1871,50.496,10.725
1872,50.805,9.732
1873,51.271,9.975
1874,51.408,9.709
1875,51.603,6.633
1876,50.6,9.642
1877,50.854,9.283
1878,53.419,10.845
1879,50.324,11.915
1880,51.383,12.437
1881,51.213,12.389
1882,51.315,13.253
1883,50.954,13.854
1884,51.022,13.994
1885,50.942,14.134
1886,51.198,13.773
1887,51.591,12.581
1888,52.368,13.997
1889,51.164,14.406
1890,51.007,12.773
1891,50.741,12.494
1892,50.589,12.717
1893,50.704,7.899
1894,50.631,13.079
1895,50.325,12.259
1896,51.406,14.575
1897,48.035,8.943
1898,47.988,7.899
1899,48.084,9.276
1900,48.01,9.16
1901,48.783,10.692
1902,47.73,10.317
1903,48.266,9.731
1904,48.042,10.875
1905,48.953,10.914
1906,48.526,8.964
1907,49.024,12.139
1908,49.118,11.936
1909,49.536,12.154
1910,48.092,9.15
1911,48.689,13.452
1912,47.443,11.271
1913,44.51,7.9
1914,45.83,8.26
1915,45.701,8.651
1916,45.783,9.436
1917,46.067,11.133
1918,45.844,11.368
1919,46.537,12.521
1920,46.431,12.223
1921,46.595,12.111
1922,46.442,11.987
1923,52.153,14.688
1924,51.161,14.993
1925,50.872,14.821
1926,64.712,-21.603
1927,64.691,-21.415
1928,63.938,-21.007
1929,64.264,-20.52
1930,64.15,-20.57
1931,63.933,-20.635
1932,64.984,-15.088
1933,63.863,-20.341
1934,64.753,-14.486
1935,65.33,-19.085
1936,65.47,-20.33
1937,66.07,-21.752
1938,65.851,-17.897
1939,63.78,-19.417
1940,66.197,-15.597
1941,63.949,-17.657
1942,65.394,-17.31
1943,65.494,-19.388
1944,65.371,-17.347
1945,65.623,-16.189
1946,65.03,-16.25
1947,65.505,-14.368
1948,51.81,5.44
1949,50.83,5.71
1950,51.366,6.158
1951,51.82,5.54
1952,46.45,18.317
1953,48.4,20.733
1954,46.65,21.283
1955,47.837,22.696
1956,53.367,16.8
1957,52.667,16.85
1958,51.417,18.75
1959,51.467,18.967
1960,51.75,18.667
1961,52.25,17.75
1962,51.217,18.15
1963,51.25,18.117
1964,51.65,18.083
1965,51.75,18.217
1966,52.117,17.65
1967,52.117,16.633
1968,52.25,16.85
1969,52.167,16.533
1970,52.367,16.933
1971,52.75,17.2
1972,52.817,16.833
1973,52.583,16.633
1974,52.217,18.267
1975,51.6,18.75
1976,51.117,18.867
1977,52.967,18.1
1978,51.32,18.15
1979,53.3,15.8
1980,52.9,15.95
1981,53.567,14.817
1982,52.517,21.717
1983,52.543,-8.767
1984,52.519,-8.719
1985,52.521,-8.944
1986,52.463,-9.019
1987,53.238,-7.932
1988,53.362,-8.239
1989,53.432,-8.263
1990,53.966,-8.351
1991,53.438,-8.864
1992,54.227,-8.3
1993,54.098,-7.451
1994,51.765,-8.683
1995,52.352,-7.696
1996,52.548,-6.55
1997,52.652,-7.25
1998,52.7,-6.981
1999,53.146,-7.071
2000,53.162,-7.193
2001,53.897,-6.444
2002,53.102,-7.921
2003,45.893,15.604
2004,46.069,15.184
2005,46.122,15.091
2006,45.047,16.378
2007,46.092,15.192
2008,46.227,15.261
2009,43.375,19.644
2010,46.371,15.996
2011,43.106,20.804
2012,45.974,13.658
2013,46.187,13.736
2014,46.315,13.494
2015,41.98,21.433
2016,54.893,-7.416
2017,54.816,-7.456
2018,54.313,-7.683
2019,54.981,-6.543
2020,54.757,-6.513
2021,54.413,-6.734
2022,54.22,-6.334
2023,54.719,-6.221
2024,54.558,-5.946
2025,57.43,-5.429
2026,56.821,-5.087
2027,56.438,-4.857
2028,55.797,-4.068
2029,55.515,-3.696
2030,55.989,-4.575
2031,55.598,-4.627
2032,55.259,-4.806
2033,54.901,-4.839
2034,54.93,-3.839
2035,55.275,-3.798
2036,55.021,-3.266
2037,56.614,-3.98
2038,56.767,-2.494
2039,56.331,-2.948
2040,56.347,-3.548
2041,56.186,-4.056
2042,57.551,-3.141
2043,57.302,-3.7
2044,56.017,-3.875
2045,55.929,-4.019
2046,55.963,-3.339
2047,55.936,-2.784
2048,55.648,-3.259
2049,55.723,-2.164
2050,55.788,-2.191
2051,57.075,-2.335
2052,57.218,-2.189
2053,57.527,-1.833
2054,57.537,-2.494
2055,57.604,-3.645
2056,57.334,-4.577
2057,57.557,-4.539
2058,55.435,-2.757
2059,57.962,-4.701
2060,58.479,-3.902
2061,58.175,-5.151
2062,53.438,-2.343
2063,53.33,-2.225
2064,53.166,-2.494
2065,53.093,-2.487
2066,54.95,-1.942
2067,54.944,-2.514
2068,55.114,-1.621
2069,55.074,-2.916
2070,54.905,-2.951
2071,54.732,-3.404
2072,54.66,-3.491
2073,54.64,-3.347
2074,54.268,-2.972
2075,54.092,-0.261
2076,54.019,-0.884
2077,54.081,-2.72
2078,53.992,-2.792
2079,53.858,-2.742
2080,54.29,-2.257
2081,53.92,-1.357
2082,54.098,-1.456
2083,53.991,-1.134
2084,53.971,-1.347
2085,54.608,-1.548
2086,54.518,-1.6
2087,52.953,-1.077
2088,53.398,-0.962
2089,52.856,-1.651
2090,52.705,-1.09
2091,52.57,-1.2
2092,52.627,-1.611
2093,52.84,-2.174
2094,54.74,-1.6
2095,53.366,-1.351
2096,54.733,-1.59
2097,52.426,0.723
2098,52.334,-0.682
2099,52.133,-0.458
2100,52.17,-0.3
2101,52.56,-0.27
2102,52.616,-0.58
2103,52.72,-0.362
2104,53.187,0.098
2105,53.298,-0.13
2106,53.022,-0.745
2107,52.134,0.142
2108,52.144,-0.315
2109,51.736,0.481
2110,51.971,0.941
2111,52.18,1.01
2112,52.819,1.253
2113,52.798,0.492
2114,52.382,1.276
2115,50.648,-1.249
2116,50.48,-3.76
2117,50.265,-4.917
2118,50.479,-4.795
2119,50.43,-4.678
2120,50.53,-4.221
2121,50.647,-4.266
2122,50.995,-3.984
2123,50.804,-3.51
2124,50.843,-3.391
2125,50.752,-3.046
2126,51.018,-3.132
2127,50.653,-2.473
2128,50.687,-2.123
2129,51.22,-0.568
2130,51.701,-0.334
2131,51.377,-0.95
2132,51.861,-1.3
2133,51.432,-1.066
2134,50.761,-1.84
2135,51.037,-0.899
2136,50.968,-1.498
2137,50.863,-1.166
2138,50.923,-1.162
2139,50.951,0.077
2140,50.891,0.363
2141,51.77,-1.36
2142,51.076,-1.86
2143,51.17,-1.784
2144,51.426,-2.459
2145,51.423,0.231
2146,51.431,-0.253
2147,51.201,-0.193
2148,51.764,0.014
2149,51.668,-0.035
2150,51.576,0.042
2151,51.25,0.448
2152,51.109,0.174
2153,52.967,-2.971
2154,53.08,-2.991
2155,52.937,-4.381
2156,52.376,-4.07
2157,51.863,-4.2
2158,51.881,-4.168
2159,51.492,-3.556
2160,51.532,-3.117
2161,51.963,-3.451
2162,51.795,-2.684
2163,52.439,-3.723
2164,53.233,-3.57
2165,52.47,-3.689
2166,54.44,-3.528
2167,52.092,-1.942
2168,52.555,-2.373
2169,52.767,-2.839
2170,52.795,-3.109
2171,52.723,-2.609
2172,52.34,-1.511
2173,40.3,28.438
2174,38.62,27.431
2175,41.154,29.189
2176,40.3,30.2
2177,39.5,34.75
2178,41.367,35.833
2179,41.199,36.722
2180,36.567,33.333
2181,36.417,33.833
2182,36.95,35.6
2183,37.9,36.083
2184,38.419,36.912
2185,70.07,28.016
2186,62.531,6.618
2187,63.493,11.358
2188,63.804,10.232
2189,60.357,6.746
2190,61.92,6.119
2191,58.248,7.951
2192,59.881,9.908
2193,59.707,9.555
2194,69.695,29.368
2195,59.55,10.77
2196,59.987,10.801
2197,60.254,11.677
2198,61.333,10.278
2199,61.817,9.274
2200,63.069,10.283
2201,64.468,12.059
2202,61.259,12.322
2203,65.507,14.217
2204,65.622,13.292
2205,66.393,13.181
2206,66.815,15.411
2207,67.624,15.989
2208,69.231,17.783
2209,69.837,25.085
2210,69.035,18.658
2211,69.826,23.517
2212,44.259,23.786
2213,48.241,26.812
2214,45.556,27.512
2215,46.726,26.946
2216,44.696,26.578
2217,46.628,21.518
2218,46.161,21.322
2219,46.038,23.582
2220,45.646,21.177
2221,47.787,22.877
2222,47.863,24.193
2223,61.698,22.784
2224,61.271,22.246
2225,61.203,21.754
2226,61.673,21.743
2227,63.362,22.699
2228,62.537,23.639
2229,63.623,22.88
2230,63.499,23.756
2231,63.446,24.445
2232,64.361,24.4
2233,64.669,24.606
2234,63.91,23.402
2235,65.335,25.411
2236,65.65,25.347
2237,66.476,27.353
2238,66.551,27.694
2239,64.203,24.114
2240,63.743,25.347
2241,64.229,24.02
2242,63.092,21.884
2243,62.928,22.52
2244,62.939,22.486
2245,62.992,21.675
2246,62.614,21.473
2247,64.659,28.621
2248,60.698,26.818
2249,62.245,25.888
2250,63.012,26.678
2251,60.84,26.751
2252,63.044,25.525
2253,62.168,25.404
2254,62.511,26.032
2255,60.238,24.984
2256,60.527,27.557
2257,62.55,27.769
2258,61.381,28.652
2259,62.792,29.183
2260,63.728,26.369
2261,65.912,29.182
2262,46.933,7.448
2263,47.57,8.33
2264,47.682,8.626
2265,47.197,7.172
2266,46.838,9.456
2267,47.517,8.235
2268,47.267,7.831
2269,47.421,8.271
2270,46.955,7.749
2271,46.91,8.561
2272,47.597,8.682
2273,47.398,9.257
2274,46.53,9.205
2275,46.975,9.612
2276,46.153,5.971
2277,46.35,6.889
2278,46.562,8.362
2279,46.419,7.818
2280,46.886,10.465
2281,46.693,10.118
2282,46.49,9.898
2283,46.486,9.906
2284,46.569,9.936
2285,46.194,9.009
2286,46.295,10.08
2287,64.622,39.185
2288,65.249,51.869
2289,66.5,48.217
2290,66.104,38.864
2291,66.114,37.76
2292,59.38,24.97
2293,59.44,28.38
2294,57.1,29.233
2295,59.377,28.19
2296,58.858,29.907
2297,60.98,32.968
2298,64.954,34.568
2299,56.967,21.983
2300,56.985,24.445
2301,55.861,26.521
2302,55.5,29.2
2303,55.183,26.8
2304,55.5,21.35
2305,54.4,23.233
2306,55.167,23.85
2307,55.25,24.75
2308,53.317,25.7
2309,54.266,37.491
2310,54.148,32.066
2311,51.413,35.53
2312,51.681,36.426
2313,46.831,29.471
2314,45.033,38.977
2315,45.775,18.173
2316,45.545,15.529
2317,45.532,14.724
2318,45.638,15.393
2319,45.505,14.701
2320,42.676,18.141
2321,45.284,17.806
2322,45.814,15.832
2323,45.072,18.685
2324,43.543,16.522
2325,43.523,16.575
2326,45.75,16.598
2327,45.801,15.674
2328,45.839,16.822
2329,45.371,16.578
2330,45.469,16.909
2331,45.784,15.953
2332,45.459,14.855
2333,45.337,16.083
2334,45.196,15.431
2335,45.48,15.367
2336,44.924,15.615
2337,45.461,15.495
2338,45.121,15.59
2339,45.516,15.474
2340,45.675,15.515
2341,45.411,15.61
2342,45.533,14.686
2343,45.275,15.183
2344,45.374,15.611
2345,45.277,15.971
2346,45.253,15.546
2347,45.548,15.857
2348,45.373,15.356
2349,46.241,16.939
2350,46.38,16.522
2351,46.42,16.694
2352,46.196,16.724
2353,46.515,16.443
2354,46.082,16.96
2355,45.945,17.462
2356,46.211,16.463
2357,46.22,16.199
2358,46.155,16.825
2359,46.248,16.62
2360,45.602,17.822
2361,45.601,17.835
2362,44.041,16.187
2363,43.817,16.268
2364,44.04,16.228
2365,44.108,15.94
2366,44.532,15.469
2367,44.514,15.423
2368,44.551,15.322
2369,44.514,15.344
2370,46.855,18.167
2371,45.951,17.442
2372,46.786,21.142
2373,47.208,21.539
2374,48.038,18.913
2375,46.298,18.536
2376,47.941,20.381
2377,48.086,20.856
2378,46.945,20.844
2379,46.204,20.452
2380,47.518,17.412
2381,46.728,17.122
2382,46.489,11.848
2383,46.735,11.2
2384,48.195,19.53
2385,48.076,19.276
2386,47.529,19.764
2387,47.641,19.523
2388,47.787,22.403
2389,47.957,22.148
2390,47.967,21.967
2391,48.287,20.339
2392,48.24,20.515
2393,48.501,20.688
2394,48.1,20.712
2395,48.288,20.658
2396,48.271,21.175
2397,48.448,21.623
2398,47.859,20.216
2399,47.485,19.999
2400,47.722,17.229
2401,47.58,16.791
2402,47.719,16.664
2403,46.961,16.288
2404,47.566,17.577
2405,47.594,18.39
2406,46.798,11.091
2407,45.806,11.336
2408,46.006,11.324
2409,46.735,11.2
2410,46.934,11.444
2411,46.947,11.538
2412,46.722,11.892
2413,46.624,10.719
2414,46.713,12.323
2415,46.739,12.358
2416,46.199,22.916
2417,46.496,22.465
2418,45.578,25.363
2419,46.128,25.553
2420,46.464,24.344
2421,45.834,25.136
2422,45.679,24.883
2423,45.728,24.578
2424,45.425,23.623
2425,45.034,24.051
2426,44.637,24.259
2427,45.039,24.095
2428,44.752,23.998
2429,44.455,24.714
2430,44.185,25.2
2431,44.408,25.121
2432,45.435,25.053
2433,44.965,24.933
2434,44.526,25.237
2435,44.751,25.274
2436,45.443,25.587
2437,46.531,22.484
2438,45.29,25.724
2439,45.45,25.936
2440,45.627,26.116
2441,45.514,26.441
2442,45.251,26.753
2443,47.887,25.427
2444,47.572,25.126
2445,47.201,25.686
2446,46.965,25.758
2447,46.824,25.869
2448,46.556,26.111
2449,46.158,26.731
2450,45.909,26.668
2451,45.561,26.832
2452,46.827,27.252
2453,46.591,22.562
2454,46.604,22.645
2455,46.67,22.503
2456,46.669,22.373
2457,46.661,22.248
2458,46.183,22.948
2459,46.844,22.301
2460,46.87,22.163
2461,46.808,22.222
2462,46.826,21.98
2463,46.491,21.987
2464,46.594,21.974
2465,46.397,22.137
2466,46.478,22.052
2467,46.861,22.895
2468,46.71,22.868
2469,46.259,22.575
2470,46.964,22.849
2471,47.058,22.395
2472,47.022,22.053
2473,47,21.999
2474,47.315,22.342
2475,45.455,25.938
2476,44.714,28.157
2477,44.571,28.365
2478,44.491,28.629
2479,46.29,22.64
2480,44.098,28.088
2481,45.423,25.588
2482,47.306,23.745
2483,47.204,27.02
2484,46.338,25.103
2485,47.737,25.52
2486,45.844,27.412
2487,45.667,27.161
2488,47.648,24.695
2489,47.645,24.417
2490,46.308,22.523
2491,47.889,23.941
2492,47.926,23.486
2493,47.418,24.791
2494,47.351,24.735
2495,47.288,24.479
2496,47.038,24.47
2497,47.09,24.316
2498,47.15,24.161
2499,47.512,23.644
2500,46.244,22.334
2501,47.162,22.876
2502,46.123,22.861
2503,46.371,22.131
2504,46.78,22.136
2505,46.508,21.863
2506,47.218,22.54
2507,47.241,22.182
2508,46.659,25.558
2509,46.983,25.003
2510,46.921,25.349
2511,46.28,22.341
2512,46.456,22.876
2513,46.2,23.683
2514,46.207,24.657
2515,46.567,25.029
2516,45.934,23.194
2517,45.855,23.208
2518,45.521,23.096
2519,45.686,22.783
2520,45.858,22.173
2521,46.29,22.093
2522,45.16,22.301
2523,45.398,22.541
2524,45.649,22.191
2525,45.369,21.445
2526,44.999,21.554
2527,45.004,21.447
2528,44.969,22.101
2529,44.929,22.002
2530,44.653,21.958
2531,45.304,23.058
2532,46.455,22.621
2533,45.455,23.436
2534,44.984,23.097
2535,44.694,23.044
2536,44.35,23.686
2537,44.233,23.52
2538,46.549,25.769
2539,45.825,26.005
2540,45.996,26.16
2541,45.585,25.46
2542,53.369,-6.491
2543,52.549,-6.55
2544,53.039,-7.085
2545,52.935,-6.951
2546,52.549,-7.2
2547,52.715,-7.292
2548,52.5,-7.092
2549,52.648,-7.865
2550,52.679,-7.81
2551,52.46,-7.998
2552,52.357,-7.922
2553,52.144,-8.052
2554,52.149,-8.515
2555,52.168,-8.26
2556,52.127,-8.694
2557,52.097,-9.095
2558,51.822,-8.422
2559,51.738,-9.451
2560,52.443,-9.475
2561,52.669,-8.529
2562,52.645,-8.475
2563,53.27,-7.828
2564,53.093,-7.881
2565,52.908,-8.533
2566,53.854,-7.806
2567,53.563,-7.758
2568,54.191,-8.014
2569,52.87,-8.975
2570,53.889,-9.526
2571,54.104,-9.157
2572,54.179,-8.553
2573,54.209,-8.509
2574,54.042,-7.377
2575,54.782,-8.365
2576,55.028,-7.685
2577,53.856,-6.414
2578,53.921,-6.55
2579,53.643,-6.672
2580,53.664,-6.721
2581,46.884,11.431
2582,46.767,12.17
2583,46.823,12.083
2584,46.995,11.98
2585,46.931,12.035
2586,46.903,11.956
2587,46.817,11.935
2588,46.776,11.88
2589,46.816,11.708
