Έτος,Δήμος,cleaned dimos,Org_ID,Περιφέρεια,Δασαρχείο,Κατάθεση αντιπυρκού σχεδίου στη ΓΓ. Πολ. Προστασίας,Χρηματοδότηηση ΥΠΕΣ,Συμπληρωματική χρηματοδότηση ΥΠΕΣ,#ανάθεση,#ανάληψη,#οριστικοποίηση,#έγκριση,Πρόταση χρηματοδότησης ΓΓ Πολ Προστασίας,Χρηματοδότηση ΕΣΠΑ,Χρηματοδότηση Αντώνης Τρίτσης,Άλλη πηγή χρηματοδότησης ονομαστικά,Δαπάνη για αντιπυρρική προστασία - Ισολογισμός,Αρ. Υπαλλήλων δήμου για πυροπροστασία,Αριθμός Πυρκαγιών,Καμμένες εκτάσεις,Τι ποσοστό του τακτικού προϋπολογισμού δίνεται σε πυροπροστασία
2020,ΔΗΜΟΣ ΕΛΑΦΟΝΗΣΟΥ,ΕΛΑΦΟΝΗΣΟΥ,,ΛΑΚΩΝΙΑΣ,,,12000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΕΛΕΥΣΙΝΑΣ,ΕΛΕΥΣΙΝΑΣ,,ΑΤΤΙΚΗΣ,,,36400,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΕΛΛΗΝΙΚΟΥ-ΑΡΓΥΡΟΥΠΟΛΗΣ,ΕΛΛΗΝΙΚΟΥ-ΑΡΓΥΡΟΥΠΟΛΗΣ,,ΑΤΤΙΚΗΣ,,,26000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΕΜΜΑΝΟΥΗΛ ΠΑΠΠΑ,ΕΜΜΑΝΟΥΗΛ ΠΑΠΠΑ,,ΣΕΡΡΩΝ,,,11400,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΕΟΡΔΑΙΑΣ,ΕΟΡΔΑΙΑΣ,,ΚΟΖΑΝΗΣ,,,45000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΕΠΙΔΑΥΡΟΥ,ΕΠΙΔΑΥΡΟΥ,,ΑΡΓΟΛΙΔΑΣ,,,65000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΕΡΕΤΡΙΑΣ,ΕΡΕΤΡΙΑΣ,,ΕΥΒΟΙΑΣ,,,39000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΕΡΜΙΟΝΙΔΑΣ,ΕΡΜΙΟΝΙΔΑΣ,,ΑΡΓΟΛΙΔΑΣ,,,52000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΕΡΥΜΑΝΘΟΥ,ΕΡΥΜΑΝΘΟΥ,,ΑΧΑΙΑΣ,,,72000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΕΥΡΩΤΑ,ΕΥΡΩΤΑ,,ΛΑΚΩΝΙΑΣ,,,90400,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΖΑΓΟΡΑΣ-ΜΟΥΡΕΣΙΟΥ,ΖΑΓΟΡΑΣ-ΜΟΥΡΕΣΙΟΥ,,ΜΑΓΝΗΣΙΑΣ,,,36400,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΖΑΓΟΡΙΟΥ,ΖΑΓΟΡΙΟΥ,,ΙΩΑΝΝΙΝΩΝ,,,51000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΖΑΚΥΝΘΟΥ,ΖΑΚΥΝΘΟΥ,,ΖΑΚΥΝΘΟΥ,,,125500,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,ΖΑΧΑΡΩΣ,,ΗΛΕΙΑΣ,,,41800,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΖΗΡΟΥ,ΖΗΡΟΥ,,ΠΡΕΒΕΖΗΣ,,,33400,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΖΙΤΣΑΣ,ΖΙΤΣΑΣ,,ΙΩΑΝΝΙΝΩΝ,,,50000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,,ΑΤΤΙΚΗΣ,,,24000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΗΓΟΥΜΕΝΙΤΣΑΣ,ΗΓΟΥΜΕΝΙΤΣΑΣ,,ΘΕΣΠΡΩΤΙΑΣ,,,58000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΗΛΙΔΑΣ,ΗΛΙΔΑΣ,,ΗΛΕΙΑΣ,,,51600,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΗΛΙΟΥΠΟΛΗΣ,ΗΛΙΟΥΠΟΛΗΣ,,#N/A,,,#N/A,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΗΡΑΚΛΕΙΑΣ,ΗΡΑΚΛΕΙΑΣ,,ΣΕΡΡΩΝ,,,22900,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ,ΗΡΑΚΛΕΙΟΥ,,ΑΤΤΙΚΗΣ,,,19500,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΘΑΣΟΥ,ΘΑΣΟΥ,,ΚΑΒΑΛΑΣ,,,49000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΘΕΡΜΑΙΚΟΥ,ΘΕΡΜΑΙΚΟΥ,,#N/A,,,30600,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΘΕΡΜΗΣ,ΘΕΡΜΗΣ,,ΘΕΣΣΑΛΟΝΙΚΗΣ,,,43500,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΘΕΡΜΟΥ,ΘΕΡΜΟΥ,,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,,,20000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,,ΘΕΣΣΑΛΟΝΙΚΗΣ,,,70600,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΘΗΒΑΙΩΝ,ΘΗΒΑΙΩΝ,,ΒΟΙΩΤΙΑΣ,,,97000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΘΗΡΑΣ,ΘΗΡΑΣ,,ΚΥΚΛΑΔΩΝ,,,31000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΙΑΣΜΟΥ,ΙΑΣΜΟΥ,,ΡΟΔΟΠΗΣ,,,30000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΙΕΡΑΠΕΤΡΑΣ,ΙΕΡΑΠΕΤΡΑΣ,,ΛΑΣΙΘΙΟΥ,,,80000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,,,48900,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΙΗΤΩΝ,ΙΗΤΩΝ,,ΚΥΚΛΑΔΩΝ,,,12600,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΙΘΑΚΗΣ,ΙΘΑΚΗΣ,,ΚΕΦΑΛΛΗΝΙΑΣ,,,24600,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΙΚΑΡΙΑΣ,ΙΚΑΡΙΑΣ,,ΣΑΜΟΥ,,,81900,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΙΛΙΟΥ,ΙΛΙΟΥ,,ΑΤΤΙΚΗΣ,,,24600,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΙΩΑΝΝΙΤΩΝ,ΙΩΑΝΝΙΤΩΝ,,ΙΩΑΝΝΙΝΩΝ,,,68500,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,,ΚΑΒΑΛΑΣ,,,42900,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΑΙΣΑΡΙΑΝΗΣ,ΚΑΙΣΑΡΙΑΝΗΣ,,ΑΤΤΙΚΗΣ,,,32000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΑΛΑΒΡΥΤΩΝ,ΚΑΛΑΒΡΥΤΩΝ,,ΑΧΑΙΑΣ,,,88000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΑΛΑΜΑΡΙΑΣ,ΚΑΛΑΜΑΡΙΑΣ,,ΘΕΣΣΑΛΟΝΙΚΗΣ,,,13000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΑΛΑΜΑΤΑΣ,ΚΑΛΑΜΑΤΑΣ,,ΜΕΣΣΗΝΙΑΣ,,,73800,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΑΛΑΜΠΑΚΑΣ,ΚΑΛΑΜΠΑΚΑΣ,,#N/A,,,#N/A,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΑΛΛΙΘΕΑΣ,ΚΑΛΛΙΘΕΑΣ,,#N/A,,,#N/A,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΑΛΥΜΝΙΩΝ,ΚΑΛΥΜΝΙΩΝ,,ΔΩΔΕΚΑΝΗΣΟΥ,,,29500,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΑΝΤΑΝΟΥ-ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ-ΣΕΛΙΝΟΥ,,ΧΑΝΙΩΝ,,,59000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΑΡΔΙΤΣΑΣ,ΚΑΡΔΙΤΣΑΣ,,ΚΑΡΔΙΤΣΑΣ,,,46000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΑΡΠΑΘΟΥ,ΚΑΡΠΑΘΟΥ,,ΔΩΔΕΚΑΝΗΣΟΥ,,,51000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΑΡΠΕΝΗΣΙΟΥ,ΚΑΡΠΕΝΗΣΙΟΥ,,ΕΥΡΥΤΑΝΙΑΣ,,,86000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΑΡΥΣΤΟΥ,ΚΑΡΥΣΤΟΥ,,ΕΥΒΟΙΑΣ,,,90000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΑΣΟΥ,ΚΑΣΟΥ,,#N/A,,,#N/A,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΑΣΣΑΝΔΡΑΣ,ΚΑΣΣΑΝΔΡΑΣ,,ΧΑΛΚΙΔΙΚΗΣ,,,49000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΑΣΤΟΡΙΑΣ,ΚΑΣΤΟΡΙΑΣ,,ΚΑΣΤΟΡΙΑΣ,,,67000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΑΤΕΡΙΝΗΣ,ΚΑΤΕΡΙΝΗΣ,,ΠΙΕΡΙΑΣ,,,84000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΑΤΩ ΝΕΥΡΟΚΟΠΙΟΥ,ΚΑΤΩ ΝΕΥΡΟΚΟΠΙΟΥ,,ΔΡΑΜΑΣ,,,26000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΕΑΣ,ΚΕΑΣ,,ΚΥΚΛΑΔΩΝ,,,14400,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΕΝΤΡΙΚΩΝ ΤΖΟΥΜΕΡΚΩΝ,ΚΕΝΤΡΙΚΩΝ ΤΖΟΥΜΕΡΚΩΝ,,ΑΡΤΗΣ,,,28400,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΕΡΑΤΣΙΝΙΟΥ-ΔΡΑΠΕΤΣΩΝΑΣ,ΚΕΡΑΤΣΙΝΙΟΥ-ΔΡΑΠΕΤΣΩΝΑΣ,,ΑΤΤΙΚΗΣ,,,20000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΕΡΚΥΡΑΣ,ΚΕΡΚΥΡΑΣ,,#N/A,,,#N/A,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΕΦΑΛΟΝΙΑΣ,ΚΕΦΑΛΟΝΙΑΣ,,#N/A,,,#N/A,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΗΦΙΣΙΑΣ,ΚΗΦΙΣΙΑΣ,,ΑΤΤΙΚΗΣ,,,79500,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΙΛΕΛΕΡ,ΚΙΛΕΛΕΡ,,ΛΑΡΙΣΑΣ,,,55000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΙΛΚΙΣ,ΚΙΛΚΙΣ,,ΚΙΛΚΙΣ,,,118000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΙΜΩΛΟΥ,ΚΙΜΩΛΟΥ,,ΚΥΚΛΑΔΩΝ,,,9000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,,ΧΑΝΙΩΝ,,,49400,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΟΖΑΝΗΣ,ΚΟΖΑΝΗΣ,,ΚΟΖΑΝΗΣ,,,62000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΟΜΟΤΗΝΗΣ,ΚΟΜΟΤΗΝΗΣ,,ΡΟΔΟΠΗΣ,,,45000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΟΝΙΤΣΑΣ,ΚΟΝΙΤΣΑΣ,,ΙΩΑΝΝΙΝΩΝ,,,46000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΟΡΔΕΛΙΟΥ-ΕΥΟΣΜΟΥ,ΚΟΡΔΕΛΙΟΥ-ΕΥΟΣΜΟΥ,,ΘΕΣΣΑΛΟΝΙΚΗΣ,,,16600,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΟΡΙΝΘΙΩΝ,ΚΟΡΙΝΘΙΩΝ,,ΚΟΡΙΝΘΙΑΣ,,,129000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΟΡΥΔΑΛΛΟΥ,ΚΟΡΥΔΑΛΛΟΥ,,ΑΤΤΙΚΗΣ,,,14500,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΡΩΠΙΑΣ,ΚΡΩΠΙΑΣ,,ΑΤΤΙΚΗΣ,,,42000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΥΘΗΡΩΝ,ΚΥΘΗΡΩΝ,,ΑΤΤΙΚΗΣ,,,59700,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΥΘΝΟΥ,ΚΥΘΝΟΥ,,ΚΥΚΛΑΔΩΝ,,,9800,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΥΜΗΣ-ΑΛΙΒΕΡΙΟΥ,ΚΥΜΗΣ-ΑΛΙΒΕΡΙΟΥ,,ΕΥΒΟΙΑΣ,,,113000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΚΩ,ΚΩ,,ΔΩΔΕΚΑΝΗΣΟΥ,,,71000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΛΑΓΚΑΔΑ,ΛΑΓΚΑΔΑ,,ΘΕΣΣΑΛΟΝΙΚΗΣ,,,96000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΛΑΜΙΕΩΝ,ΛΑΜΙΕΩΝ,,ΦΘΙΩΤΙΔΑΣ,,,109000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ,ΛΑΡΙΣΑΙΩΝ,,ΛΑΡΙΣΑΣ,,,40000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΛΑΥΡΕΩΤΙΚΗΣ,ΛΑΥΡΕΩΤΙΚΗΣ,,ΑΤΤΙΚΗΣ,,,89400,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΛΕΒΑΔΕΩΝ,ΛΕΒΑΔΕΩΝ,,ΒΟΙΩΤΙΑΣ,,,83000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΛΕΙΨΩΝ,ΛΕΙΨΩΝ,,ΔΩΔΕΚΑΝΗΣΟΥ,,,11000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΛΕΡΟΥ,ΛΕΡΟΥ,,ΔΩΔΕΚΑΝΗΣΟΥ,,,22000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΛΕΣΒΟΥ,ΛΕΣΒΟΥ,,#N/A,,,#N/A,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΛΕΥΚΑΔΑΣ,ΛΕΥΚΑΔΑΣ,,ΛΕΥΚΑΔΟΣ,,,#N/A,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΛΗΜΝΟΥ,ΛΗΜΝΟΥ,,ΛΕΣΒΟΥ,,,70600,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΛΙΜΝΗΣ ΠΛΑΣΤΗΡΑ,ΛΙΜΝΗΣ ΠΛΑΣΤΗΡΑ,,ΚΑΡΔΙΤΣΑΣ,,,17000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΛΟΚΡΩΝ,ΛΟΚΡΩΝ,,ΦΘΙΩΤΙΔΑΣ,,,83700,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΛΟΥΤΡΑΚΙΟΥ-ΠΕΡΑΧΩΡΑΣ-ΑΓΙΩΝ ΘΕΟΔΩΡΩΝ,ΛΟΥΤΡΑΚΙΟΥ-ΠΕΡΑΧΩΡΑΣ-ΑΓΙΩΝ ΘΕΟΔΩΡΩΝ,,ΚΟΡΙΝΘΙΑΣ,,,#N/A,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΛΥΚΟΒΡΥΣΗΣ-ΠΕΥΚΗΣ,ΛΥΚΟΒΡΥΣΗΣ-ΠΕΥΚΗΣ,,ΑΤΤΙΚΗΣ,,,29500,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΜΑΚΡΑΚΩΜΗΣ,ΜΑΚΡΑΚΩΜΗΣ,,ΦΘΙΩΤΙΔΑΣ,,,75000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΜΑΛΕΒΙΖΙΟΥ,ΜΑΛΕΒΙΖΙΟΥ,,ΗΡΑΚΛΕΙΟΥ,,,30800,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΜΑΝΔΡΑΣ-ΕΙΔΥΛΛΙΑΣ,ΜΑΝΔΡΑΣ-ΕΙΔΥΛΛΙΑΣ,,ΑΤΤΙΚΗΣ,,,101200,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΜΑΡΑΘΩΝΟΣ,ΜΑΡΑΘΩΝΟΣ,,ΑΤΤΙΚΗΣ,,,92800,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑΣ,ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑΣ,,ΑΤΤΙΚΗΣ,,,18000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΜΑΡΩΝΕΙΑΣ-ΣΑΠΩΝ,ΜΑΡΩΝΕΙΑΣ-ΣΑΠΩΝ,,ΡΟΔΟΠΗΣ,,,23600,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΜΕΓΑΛΟΠΟΛΗΣ,ΜΕΓΑΛΟΠΟΛΗΣ,,ΑΡΚΑΔΙΑΣ,,,66700,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΜΕΓΑΝΗΣΙΟΥ,ΜΕΓΑΝΗΣΙΟΥ,,ΛΕΥΚΑΔΟΣ,,,11000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΜΕΓΑΡΕΩΝ,ΜΕΓΑΡΕΩΝ,,ΑΤΤΙΚΗΣ,,,50800,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΜΕΓΙΣΤΗΣ,ΜΕΓΙΣΤΗΣ,,ΔΩΔΕΚΑΝΗΣΟΥ,,,9400,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΜΕΣΣΗΝΗΣ,ΜΕΣΣΗΝΗΣ,,ΜΕΣΣΗΝΙΑΣ,,,119800,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΜΕΤΑΜΟΡΦΩΣΗΣ,ΜΕΤΑΜΟΡΦΩΣΗΣ,,#N/A,,,#N/A,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΜΕΤΣΟΒΟΥ,ΜΕΤΣΟΒΟΥ,,ΙΩΑΝΝΙΝΩΝ,,,28600,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΜΗΛΟΥ,ΜΗΛΟΥ,,ΚΥΚΛΑΔΩΝ,,,19000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,,ΗΡΑΚΛΕΙΟΥ,,,#N/A,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ AΓΙΟΥ ΝΙΚΟΛΑΟΥ,AΓΙΟΥ ΝΙΚΟΛΑΟΥ,12,ΛΑΣΙΘΙΟΥ,,,69000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΜΟΝΕΜΒΑΣΙΑΣ,ΜΟΝΕΜΒΑΣΙΑΣ,,ΛΑΚΩΝΙΑΣ,,,88700,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΜΟΣΧΑΤΟΥ-ΤΑΥΡΟΥ,ΜΟΣΧΑΤΟΥ-ΤΑΥΡΟΥ,,#N/A,,,#N/A,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΜΟΥΖΑΚΙΟΥ,ΜΟΥΖΑΚΙΟΥ,,ΚΑΡΔΙΤΣΑΣ,,,24000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΜΥΚΗΣ,ΜΥΚΗΣ,,ΞΑΝΘΗΣ,,,36500,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΜΥΚΟΝΟΥ,ΜΥΚΟΝΟΥ,,ΚΥΚΛΑΔΩΝ,,,20600,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΜΥΛΟΠΟΤΑΜΟΥ,ΜΥΛΟΠΟΤΑΜΟΥ,,ΡΕΘΥΜΝΟΥ,,,38000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΜΩΛΟΥ-ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΥ,ΜΩΛΟΥ-ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΥ,,#N/A,,,#N/A,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΠΑΞΩΝ,ΠΑΞΩΝ,,ΚΕΡΚΥΡΑΣ,,,19000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΝΑΞΟΥ & ΜΙΚΡΩΝ ΚΥΚΛΑΔΩΝ,ΝΑΞΟΥ & ΜΙΚΡΩΝ ΚΥΚΛΑΔΩΝ,,#N/A,,,#N/A,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΝΑΟΥΣΑΣ,ΝΑΟΥΣΑΣ,,#N/A,,,35000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΝΑΥΠΑΚΤΙΑΣ,ΝΑΥΠΑΚΤΙΑΣ,,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,,,78000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΝΑΥΠΛΙΕΩΝ,ΝΑΥΠΛΙΕΩΝ,,ΑΡΓΟΛΙΔΑΣ,,,79000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΝΕΑΠΟΛΗΣ-ΣΥΚΕΩΝ,ΝΕΑΠΟΛΗΣ-ΣΥΚΕΩΝ,,ΘΕΣΣΑΛΟΝΙΚΗΣ,,,57800,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΝΕΑΣ ΖΙΧΝΗΣ,ΝΕΑΣ ΖΙΧΝΗΣ,,ΣΕΡΡΩΝ,,,18000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΝΕΑΣ ΙΩΝΙΑΣ,ΝΕΑΣ ΙΩΝΙΑΣ,,ΑΤΤΙΚΗΣ,,,20000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΝΕΑΣ ΠΡΟΠΟΝΤΙΔΑΣ,ΝΕΑΣ ΠΡΟΠΟΝΤΙΔΑΣ,,ΧΑΛΚΙΔΙΚΗΣ,,,55800,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΝΕΑΣ ΣΜΥΡΝΗΣ,ΝΕΑΣ ΣΜΥΡΝΗΣ,,#N/A,,,#N/A,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΝΕΜΕΑΣ,ΝΕΜΕΑΣ,,ΚΟΡΙΝΘΙΑΣ,,,23500,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΝΕΣΤΟΥ,ΝΕΣΤΟΥ,,ΚΑΒΑΛΑΣ,,,38000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΝΙΚΑΙΑΣ-ΑΓΙΟΥ Ι. ΡΕΝΤΗ,ΝΙΚΑΙΑΣ-ΑΓΙΟΥ Ι. ΡΕΝΤΗ,,#N/A,,,#N/A,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΝΙΚΟΛΑΟΥ ΣΚΟΥΦΑ,ΝΙΚΟΛΑΟΥ ΣΚΟΥΦΑ,,ΑΡΤΗΣ,,,20600,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΝΙΣΥΡΟΥ,ΝΙΣΥΡΟΥ,,ΔΩΔΕΚΑΝΗΣΟΥ,,,14700,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΝΟΤΙΑΣ ΚΥΝΟΥΡΙΑΣ,ΝΟΤΙΑΣ ΚΥΝΟΥΡΙΑΣ,,ΑΡΚΑΔΙΑΣ,,,53000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΝΟΤΙΟΥ ΠΗΛΙΟΥ,ΝΟΤΙΟΥ ΠΗΛΙΟΥ,,ΜΑΓΝΗΣΙΑΣ,,,104000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΞΑΝΘΗΣ,ΞΑΝΘΗΣ,,ΞΑΝΘΗΣ,,,39600,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΞΗΡΟΜΕΡΟΥ,ΞΗΡΟΜΕΡΟΥ,,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,,,43000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΞΥΛΟΚΑΣΤΡΟΥ-ΕΥΡΩΣΤΙΝΗΣ,ΞΥΛΟΚΑΣΤΡΟΥ-ΕΥΡΩΣΤΙΝΗΣ,,ΚΟΡΙΝΘΙΑΣ,,,50000,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΟΙΝΟΥΣΣΩΝ,ΟΙΝΟΥΣΣΩΝ,,ΧΙΟΥ,,,12800,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΟΙΧΑΛΙΑΣ,ΟΙΧΑΛΙΑΣ,,ΜΕΣΣΗΝΙΑΣ,,,70600,,,,,,,,,,,,,,
2020,ΔΗΜΟΣ ΟΡΕΣΤΙΑΔΑΣ,ΟΡΕΣΤΙΑΔΑΣ,,ΕΒΡΟΥ,,,61000,,,,,,,,,,,,,,
