Έτος,Δήμος,cleaned dimos,Org_ID,Περιφέρεια,Δασαρχείο,Κατάθεση αντιπυρκού σχεδίου στη ΓΓ. Πολ. Προστασίας,Χρηματοδότηηση ΥΠΕΣ,Συμπληρωματική χρηματοδότηση ΥΠΕΣ,#ανάθεση,#ανάληψη,#οριστικοποίηση,#έγκριση,Πρόταση χρηματοδότησης ΓΓ Πολ Προστασίας,Χρηματοδότηση ΕΣΠΑ,Χρηματοδότηση Αντώνης Τρίτσης,Άλλη πηγή χρηματοδότησης ονομαστικά,Δαπάνη για αντιπυρρική προστασία - Ισολογισμός,Αρ. Υπαλλήλων δήμου για πυροπροστασία,Αριθμός Πυρκαγιών,Καμμένες εκτάσεις,Τι ποσοστό του τακτικού προϋπολογισμού δίνεται σε πυροπροστασία
2021,ΔΗΜΟΣ ΑΜΑΡΙΟΥ,ΑΜΑΡΙΟΥ,5010,ΡΕΘΥΜΝΟΥ,,,31000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΑΜΑΡΟΥΣΙΟΥ,ΑΜΑΡΟΥΣΙΟΥ,12,ΑΤΤΙΚΗΣ,,,18000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΑΜΟΡΓΟΥ,ΑΜΟΡΓΟΥ,,ΚΥΚΛΑΔΩΝ,,,15000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΑΜΠΕΛΟΚΗΠΩΝ-ΜΕΝΕΜΕΝΗΣ,ΑΜΠΕΛΟΚΗΠΩΝ-ΜΕΝΕΜΕΝΗΣ,#N/A,ΘΕΣΣΑΛΟΝΙΚΗΣ,,,18000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΑΜΥΝΤΑΙΟΥ,ΑΜΥΝΤΑΙΟΥ,5005,ΦΛΩΡΙΝΑΣ,,,45000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΑΜΦΙΚΛΕΙΑΣ-ΕΛΑΤΕΙΑΣ,ΑΜΦΙΚΛΕΙΑΣ-ΕΛΑΤΕΙΑΣ,#N/A,ΦΘΙΩΤΙΔΑΣ,,,66000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΑΜΦΙΛΟΧΙΑΣ,ΑΜΦΙΛΟΧΙΑΣ,12,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,,,61000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΑΜΦΙΠΟΛΗΣ,ΑΜΦΙΠΟΛΗΣ,5009,ΣΕΡΡΩΝ,,,23700,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ,ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ,100054492,ΛΑΚΩΝΙΑΣ,,,63800,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΑΝΑΦΗΣ,ΑΝΑΦΗΣ,,ΚΥΚΛΑΔΩΝ,,,6600,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,#N/A,ΗΛΕΙΑΣ,,,90600,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,#N/A,ΗΛΕΙΑΣ,,,77900,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΑΝΔΡΟΥ,ΑΝΔΡΟΥ,5011,ΚΥΚΛΑΔΩΝ,,,50600,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΑΝΤΙΠΑΡΟΥ,ΑΝΤΙΠΑΡΟΥ,5011,ΚΥΚΛΑΔΩΝ,,,6900,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΑΠΟΚΟΡΩΝΟΥ,ΑΠΟΚΟΡΩΝΟΥ,12,ΧΑΝΙΩΝ,,,75500,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΑΡΓΙΘΕΑΣ,ΑΡΓΙΘΕΑΣ,5007,ΚΑΡΔΙΤΣΑΣ,,,25600,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΑΡΓΟΥΣ-ΜΥΚΗΝΩΝ,ΑΡΓΟΥΣ-ΜΥΚΗΝΩΝ,#N/A,ΑΡΓΟΛΙΔΑΣ,,,145000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΑΡΙΣΤΟΤΕΛΗ,ΑΡΙΣΤΟΤΕΛΗ,5009,ΧΑΛΚΙΔΙΚΗΣ,,,84000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,5001,ΡΟΔΟΠΗΣ,,,50000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΑΡΤΑΙΩΝ,ΑΡΤΑΙΩΝ,12,ΑΡΤΗΣ,,,51000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΑΡΧΑΝΩΝ-ΑΣΤΕΡΟΥΣΙΩΝ,ΑΡΧΑΝΩΝ-ΑΣΤΕΡΟΥΣΙΩΝ,#N/A,ΗΡΑΚΛΕΙΟΥ,,,25000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΑΣΠΡΟΠΥΡΓΟΥ,ΑΣΠΡΟΠΥΡΓΟΥ,100054492,ΑΤΤΙΚΗΣ,,,27000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΑΣΤΥΠΑΛΑΙΑΣ,ΑΣΤΥΠΑΛΑΙΑΣ,5011,ΔΩΔΕΚΑΝΗΣΟΥ,,,16000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΒΑΡΗΣ-ΒΟΥΛΑΣ-ΒΟΥΛΙΑΓΜΕΝΗΣ,ΒΑΡΗΣ-ΒΟΥΛΑΣ-ΒΟΥΛΙΑΓΜΕΝΗΣ,#N/A,ΑΤΤΙΚΗΣ,,,52600,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΒΕΛΟΥ-ΒΟΧΑΣ,ΒΕΛΟΥ-ΒΟΧΑΣ,#N/A,ΚΟΡΙΝΘΙΑΣ,,,34000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΒΕΡΟΙΑΣ,ΒΕΡΟΙΑΣ,5009,ΗΜΑΘΙΑΣ,,,68000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΒΙΑΝΝΟΥ,ΒΙΑΝΝΟΥ,100054492,ΗΡΑΚΛΕΙΟΥ,,,19700,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΒΙΣΑΛΤΙΑΣ,ΒΙΣΑΛΤΙΑΣ,,ΣΕΡΡΩΝ,,,27600,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΒΟΙΟΥ,ΒΟΙΟΥ,,#N/A,,,#N/A,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΒΟΛΒΗΣ,ΒΟΛΒΗΣ,5009,ΘΕΣΣΑΛΟΝΙΚΗΣ,,,73000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΒΟΛΟΥ,ΒΟΛΟΥ,5007,ΜΑΓΝΗΣΙΑΣ,,,139000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ,ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ,100054492,ΑΡΚΑΔΙΑΣ,,,32800,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΒΟΡΕΙΩΝ ΤΖΟΥΜΕΡΚΩΝ,ΒΟΡΕΙΩΝ ΤΖΟΥΜΕΡΚΩΝ,5006,ΙΩΑΝΝΙΝΩΝ,,,51000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΒΡΙΛΗΣΣΙΩΝ,ΒΡΙΛΗΣΣΙΩΝ,5002,ΑΤΤΙΚΗΣ,,,22600,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΒΥΡΩΝΟΣ,ΒΥΡΩΝΟΣ,100054492,ΑΤΤΙΚΗΣ,,,27000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΓΑΛΑΤΣΙΟΥ,ΓΑΛΑΤΣΙΟΥ,5002,ΑΤΤΙΚΗΣ,,,28800,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΓΑΥΔΟΥ,ΓΑΥΔΟΥ,,ΧΑΝΙΩΝ,,,16700,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΓΕΩΡΓΙΟΥ ΚΑΡΑΙΣΚΑΚΗ,ΓΕΩΡΓΙΟΥ ΚΑΡΑΙΣΚΑΚΗ,,#N/A,,,20600,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΓΟΡΤΥΝΑΣ,ΓΟΡΤΥΝΑΣ,5010,ΗΡΑΚΛΕΙΟΥ,,,48000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΓΟΡΤΥΝΙΑΣ,ΓΟΡΤΥΝΙΑΣ,,ΑΡΚΑΔΙΑΣ,,,108000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΓΡΕΒΕΝΩΝ,ΓΡΕΒΕΝΩΝ,5005,ΓΡΕΒΕΝΩΝ,,,125000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΔΑΦΝΗΣ-ΥΜΗΤΤΟΥ,ΔΑΦΝΗΣ-ΥΜΗΤΤΟΥ,#N/A,ΑΤΤΙΚΗΣ,,,37600,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΔΕΛΤΑ,ΔΕΛΤΑ,5009,ΘΕΣΣΑΛΟΝΙΚΗΣ,,,35500,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΔΕΛΦΩΝ,ΔΕΛΦΩΝ,5013,ΦΩΚΙΔΑΣ,,,128000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΝΕΣΤΟΡΙΟΥ,ΝΕΣΤΟΡΙΟΥ,,ΚΑΣΤΟΡΙΑΣ,,,31000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΔΕΣΚΑΤΗΣ,ΔΕΣΚΑΤΗΣ,5005,ΓΡΕΒΕΝΩΝ,,,26600,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΔΙΔΥΜΟΤΕΙΧΟΥ,ΔΙΔΥΜΟΤΕΙΧΟΥ,5001,ΕΒΡΟΥ,,,39000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΔΙΟΝΥΣΟΥ,ΔΙΟΝΥΣΟΥ,5002,ΑΤΤΙΚΗΣ,,,131700,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΔΙΟΥ-ΟΛΥΜΠΟΥ,ΔΙΟΥ-ΟΛΥΜΠΟΥ,#N/A,ΠΙΕΡΙΑΣ,,,79000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΔΙΡΦΥΩΝ-ΜΕΣΣΑΠΙΩΝ,ΔΙΡΦΥΩΝ-ΜΕΣΣΑΠΙΩΝ,#N/A,ΕΥΒΟΙΑΣ,,,69000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΔΙΣΤΟΜΟΥ-ΑΡΑΧΟΒΑΣ-ΑΝΤΙΚΥΡΑΣ,ΔΙΣΤΟΜΟΥ-ΑΡΑΧΟΒΑΣ-ΑΝΤΙΚΥΡΑΣ,#N/A,ΒΟΙΩΤΙΑΣ,,,37000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΔΟΜΟΚΟΥ,ΔΟΜΟΚΟΥ,5013,ΦΘΙΩΤΙΔΑΣ,,,49000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΔΟΞΑΤΟΥ,ΔΟΞΑΤΟΥ,5001,ΔΡΑΜΑΣ,,,28600,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΔΡΑΜΑΣ,ΔΡΑΜΑΣ,100054492,ΔΡΑΜΑΣ,,,48000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΔΥΤΙΚΗΣ ΑΧΑΙΑΣ,ΔΥΤΙΚΗΣ ΑΧΑΙΑΣ,5004,#N/A,,,78000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΔΥΤΙΚΗΣ ΜΑΝΗΣ,ΔΥΤΙΚΗΣ ΜΑΝΗΣ,5012,ΜΕΣΣΗΝΙΑΣ,,,42600,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΠΑΛΛΗΝΗΣ,ΠΑΛΛΗΝΗΣ,,ΑΤΤΙΚΗΣ,,,48000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΔΩΔΩΝΗΣ,ΔΩΔΩΝΗΣ,5006,ΙΩΑΝΝΙΝΩΝ,,,41000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΔΩΡΙΔΟΣ,ΔΩΡΙΔΟΣ,100054492,ΦΩΚΙΔΑΣ,,,77400,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΣΥΜΗΣ,ΣΥΜΗΣ,,ΔΩΔΕΚΑΝΗΣΟΥ,,,17000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΕΔΕΣΣΑΣ,ΕΔΕΣΣΑΣ,5009,ΠΕΛΛΑΣ,,,38000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΕΛΑΣΣΟΝΑΣ,ΕΛΑΣΣΟΝΑΣ,5007,ΛΑΡΙΣΑΣ,,,91000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΕΛΑΦΟΝΗΣΟΥ,ΕΛΑΦΟΝΗΣΟΥ,5012,ΛΑΚΩΝΙΑΣ,,,12000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΕΛΕΥΣΙΝΑΣ,ΕΛΕΥΣΙΝΑΣ,5002,ΑΤΤΙΚΗΣ,,,36400,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΕΛΛΗΝΙΚΟΥ-ΑΡΓΥΡΟΥΠΟΛΗΣ,ΕΛΛΗΝΙΚΟΥ-ΑΡΓΥΡΟΥΠΟΛΗΣ,#N/A,ΑΤΤΙΚΗΣ,,,26000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΕΜΜΑΝΟΥΗΛ ΠΑΠΠΑ,ΕΜΜΑΝΟΥΗΛ ΠΑΠΠΑ,5009,ΣΕΡΡΩΝ,,,11400,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΕΟΡΔΑΙΑΣ,ΕΟΡΔΑΙΑΣ,100054492,ΚΟΖΑΝΗΣ,,,45000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΕΠΙΔΑΥΡΟΥ,ΕΠΙΔΑΥΡΟΥ,12,ΑΡΓΟΛΙΔΑΣ,,,65000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΕΡΕΤΡΙΑΣ,ΕΡΕΤΡΙΑΣ,5013,ΕΥΒΟΙΑΣ,,,39000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΕΡΜΙΟΝΙΔΑΣ,ΕΡΜΙΟΝΙΔΑΣ,5012,ΑΡΓΟΛΙΔΑΣ,,,52000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΕΡΥΜΑΝΘΟΥ,ΕΡΥΜΑΝΘΟΥ,5004,ΑΧΑΙΑΣ,,,72000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΕΥΡΩΤΑ,ΕΥΡΩΤΑ,,ΛΑΚΩΝΙΑΣ,,,90400,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΖΑΓΟΡΑΣ-ΜΟΥΡΕΣΙΟΥ,ΖΑΓΟΡΑΣ-ΜΟΥΡΕΣΙΟΥ,#N/A,ΜΑΓΝΗΣΙΑΣ,,,36400,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΖΑΓΟΡΙΟΥ,ΖΑΓΟΡΙΟΥ,100054492,ΙΩΑΝΝΙΝΩΝ,,,51000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΖΑΚΥΝΘΟΥ,ΖΑΚΥΝΘΟΥ,5008,ΖΑΚΥΝΘΟΥ,,,125500,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,ΖΑΧΑΡΩΣ,12,ΗΛΕΙΑΣ,,,41800,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΖΗΡΟΥ,ΖΗΡΟΥ,5006,ΠΡΕΒΕΖΗΣ,,,33400,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΖΙΤΣΑΣ,ΖΙΤΣΑΣ,100054492,ΙΩΑΝΝΙΝΩΝ,,,50000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,5002,ΑΤΤΙΚΗΣ,,,24000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΗΓΟΥΜΕΝΙΤΣΑΣ,ΗΓΟΥΜΕΝΙΤΣΑΣ,5006,ΘΕΣΠΡΩΤΙΑΣ,,,58000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΗΛΙΔΑΣ,ΗΛΙΔΑΣ,100054492,ΗΛΕΙΑΣ,,,51600,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΗΛΙΟΥΠΟΛΗΣ,ΗΛΙΟΥΠΟΛΗΣ,100054492,#N/A,,,#N/A,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΗΡΑΚΛΕΙΑΣ,ΗΡΑΚΛΕΙΑΣ,5009,ΣΕΡΡΩΝ,,,22900,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ,ΗΡΑΚΛΕΙΟΥ,12,ΑΤΤΙΚΗΣ,,,19500,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΘΑΣΟΥ,ΘΑΣΟΥ,5001,ΚΑΒΑΛΑΣ,,,49000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΘΕΡΜΑΙΚΟΥ,ΘΕΡΜΑΙΚΟΥ,,#N/A,,,30600,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΘΕΡΜΗΣ,ΘΕΡΜΗΣ,12,ΘΕΣΣΑΛΟΝΙΚΗΣ,,,43500,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΘΕΡΜΟΥ,ΘΕΡΜΟΥ,5004,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,,,20000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,100054492,ΘΕΣΣΑΛΟΝΙΚΗΣ,,,70600,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΘΗΒΑΙΩΝ,ΘΗΒΑΙΩΝ,5013,ΒΟΙΩΤΙΑΣ,,,97000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΘΗΡΑΣ,ΘΗΡΑΣ,5011,ΚΥΚΛΑΔΩΝ,,,31000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΙΑΣΜΟΥ,ΙΑΣΜΟΥ,5001,ΡΟΔΟΠΗΣ,,,30000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΙΕΡΑΠΕΤΡΑΣ,ΙΕΡΑΠΕΤΡΑΣ,5010,ΛΑΣΙΘΙΟΥ,,,80000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,5004,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,,,48900,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΙΗΤΩΝ,ΙΗΤΩΝ,,ΚΥΚΛΑΔΩΝ,,,12600,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΙΘΑΚΗΣ,ΙΘΑΚΗΣ,5008,ΚΕΦΑΛΛΗΝΙΑΣ,,,24600,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΙΚΑΡΙΑΣ,ΙΚΑΡΙΑΣ,5003,ΣΑΜΟΥ,,,81900,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΙΛΙΟΥ,ΙΛΙΟΥ,5002,ΑΤΤΙΚΗΣ,,,24600,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΙΩΑΝΝΙΤΩΝ,ΙΩΑΝΝΙΤΩΝ,12,ΙΩΑΝΝΙΝΩΝ,,,68500,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΚΑΒΑΛΑΣ,ΚΑΒΑΛΑΣ,5001,ΚΑΒΑΛΑΣ,,,42900,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΚΑΙΣΑΡΙΑΝΗΣ,ΚΑΙΣΑΡΙΑΝΗΣ,5002,ΑΤΤΙΚΗΣ,,,32000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΚΑΛΑΒΡΥΤΩΝ,ΚΑΛΑΒΡΥΤΩΝ,5004,ΑΧΑΙΑΣ,,,88000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΚΑΛΑΜΑΡΙΑΣ,ΚΑΛΑΜΑΡΙΑΣ,5009,ΘΕΣΣΑΛΟΝΙΚΗΣ,,,13000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΚΑΛΑΜΑΤΑΣ,ΚΑΛΑΜΑΤΑΣ,100054492,ΜΕΣΣΗΝΙΑΣ,,,73800,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΚΑΛΑΜΠΑΚΑΣ,ΚΑΛΑΜΠΑΚΑΣ,5007,#N/A,,,#N/A,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΚΑΛΛΙΘΕΑΣ,ΚΑΛΛΙΘΕΑΣ,5002,#N/A,,,#N/A,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΚΑΛΥΜΝΙΩΝ,ΚΑΛΥΜΝΙΩΝ,5011,ΔΩΔΕΚΑΝΗΣΟΥ,,,29500,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΚΑΝΤΑΝΟΥ-ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ-ΣΕΛΙΝΟΥ,#N/A,ΧΑΝΙΩΝ,,,59000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΚΑΡΔΙΤΣΑΣ,ΚΑΡΔΙΤΣΑΣ,5007,ΚΑΡΔΙΤΣΑΣ,,,46000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΚΑΡΠΑΘΟΥ,ΚΑΡΠΑΘΟΥ,5011,ΔΩΔΕΚΑΝΗΣΟΥ,,,51000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΚΑΡΠΕΝΗΣΙΟΥ,ΚΑΡΠΕΝΗΣΙΟΥ,12,ΕΥΡΥΤΑΝΙΑΣ,,,86000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΚΑΡΥΣΤΟΥ,ΚΑΡΥΣΤΟΥ,5013,ΕΥΒΟΙΑΣ,,,90000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΚΑΣΟΥ,ΚΑΣΟΥ,,#N/A,,,#N/A,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΚΑΣΣΑΝΔΡΑΣ,ΚΑΣΣΑΝΔΡΑΣ,5009,ΧΑΛΚΙΔΙΚΗΣ,,,49000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
2021,ΔΗΜΟΣ ΚΑΣΤΟΡΙΑΣ,ΚΑΣΤΟΡΙΑΣ,100054492,ΚΑΣΤΟΡΙΑΣ,,,67000,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
